ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT ( lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);Temperature ( °C);Level (%);Voltage (Volt);Time since start in ms ; 
-5.6347; 7.4421; 2.2744; 0.0288; -0.0245; 0.0096; 6.0291; 31.35; -36.17; 0.13; 273.57; -52.72; 66.28; 74.951; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 1794; 
-5.6225; 7.431; 2.2949; 0.0288; -0.0245; 0.0096; 6.0291; 31.35; -36.17; 0.13; 273.57; -52.72; 66.28; 74.951; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 1898; 
-5.6225; 7.431; 2.2949; 0.0266; 0.0746; 0.0298; 6.0291; 31.35; -36.17; 0.13; 273.57; -52.72; 66.28; 40.226; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 1998; 
-5.6524; 7.391; 2.1754; 0.0266; 0.0746; 0.0298; 6.1002; 31.25; -35.77; 0.13; 273.57; -52.72; 66.28; 40.226; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 2105; 
-5.6524; 7.391; 2.1754; 0.081; 0.0245; 0.016; 6.1002; 31.25; -35.77; 0.13; 273.57; -52.72; 66.28; 40.226; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 2205; 
-5.6006; 7.4563; 1.982; 0.081; 0.0245; 0.016; 6.1002; 31.55; -35.77; 1.05; 275.58; -52.65; 67.19; 40.226; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 2311; 
-5.6006; 7.4563; 1.982; 0.0171; -0.0725; -0.0053; 6.1002; 31.55; -35.77; 1.05; 275.58; -52.65; 67.19; 38.57; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 2411; 
-5.6603; 7.4719; 2.084; 0.0171; -0.0725; -0.0053; 6.2449; 31.75; -35.67; 0.34; 275.58; -52.65; 67.19; 38.57; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 2531; 
-5.6603; 7.4719; 2.084; 0.0565; 0.0011; 0.0234; 6.2449; 31.75; -35.67; 0.34; 275.58; -52.65; 67.19; 38.57; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 2631; 
-5.6686; 7.484; 2.0513; 0.0565; 0.0011; 0.0234; 6.2449; 31.75; -35.67; 0.34; 275.58; -52.65; 67.19; 38.364; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 2734; 
-5.6686; 7.484; 2.0513; 0.0416; -0.0011; 0.0192; 6.3186; 31.25; -35.47; 0.13; 279.02; -52.6; 69.14; 38.364; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 2845; 
-5.5898; 7.3732; 2.0334; 0.0416; -0.0011; 0.0192; 6.3186; 31.25; -35.47; 0.13; 279.02; -52.6; 69.14; 38.364; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 2945; 
-5.5898; 7.3732; 2.0334; -0.0096; -0.0352; 0.0203; 6.3186; 31.25; -35.47; 0.13; 279.02; -52.6; 69.14; 38.364; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 3045; 
-5.7195; 7.3984; 2.1109; -0.0096; -0.0352; 0.0203; 6.3186; 31.55; -35.77; 0.54; 279.02; -52.6; 69.14; 40.169; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 3152; 
-5.7195; 7.3984; 2.1109; 0.0373; 0.016; 0.016; 6.3186; 31.55; -35.77; 0.54; 279.02; -52.6; 69.14; 40.169; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 3252; 
-5.679; 7.4223; 1.9967; 0.0373; 0.016; 0.016; 6.3186; 31.25; -35.47; 1.56; 276.62; -52.6; 70.48; 40.169; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 3383; 
-5.679; 7.4223; 1.9967; 0.1077; 0.1108; 0.0117; 6.3186; 31.25; -35.47; 1.56; 276.62; -52.6; 70.48; 52.348; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 3483; 
-5.6641; 7.416; 1.9311; 0.1077; 0.1108; 0.0117; 6.3186; 31.25; -35.47; 1.56; 276.62; -52.6; 70.48; 52.348; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 3583; 
-5.6641; 7.416; 1.9311; 0.0831; 0.0586; 0.0362; 6.3186; 31.45; -35.27; 2.98; 276.62; -52.6; 70.48; 52.348; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 3683; 
-5.7982; 7.2767; 1.8337; 0.0831; 0.0586; 0.0362; 6.3186; 31.45; -35.27; 2.98; 276.62; -52.6; 70.48; 54.149; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 3796; 
-5.7982; 7.2767; 1.8337; 0.0512; 0.2483; 0.0362; 6.3186; 31.45; -35.37; 3.18; 278.74; -52.85; 73.17; 54.149; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 3910; 
-5.7801; 7.4635; 1.7009; 0.0512; 0.2483; 0.0362; 6.3186; 31.45; -35.37; 3.18; 278.74; -52.85; 73.17; 54.149; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 4010; 
-5.7801; 7.4635; 1.7009; -0.0075; -0.1471; 0.0735; 6.3186; 31.45; -35.37; 3.18; 278.74; -52.85; 73.17; 54.149; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 4110; 
-5.7629; 7.4561; 1.7265; -0.0075; -0.1471; 0.0735; 6.3186; 31.55; -35.47; 3.18; 278.74; -52.85; 73.17; 56.08; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 4225; 
-5.7629; 7.4561; 1.7265; -0.0032; -0.2036; -0.0011; 6.3186; 31.55; -35.47; 3.18; 278.74; -52.85; 73.17; 56.08; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 4325; 
-5.8055; 7.437; 2.0166; -0.0032; -0.2036; -0.0011; 6.3931; 31.55; -35.47; 3.18; 278.74; -52.85; 73.17; 56.08; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 4428; 
-5.8055; 7.437; 2.0166; -0.0234; -0.0895; 0.0352; 6.3931; 31.75; -35.57; 1.56; 281.12; -52.73; 73.5; 38.621; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 4539; 
-5.6992; 7.3472; 2.0242; -0.0234; -0.0895; 0.0352; 6.3931; 31.75; -35.57; 1.56; 281.12; -52.73; 73.5; 38.621; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 4639; 
-5.6992; 7.3472; 2.0242; 0.0117; -0.016; 0.0384; 6.5447; 31.25; -35.27; 0.64; 281.12; -52.73; 73.5; 38.621; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 4773; 
-5.535; 7.3704; 2.0356; -0.0384; 0.1428; 0.0917; 6.5447; 31.25; -35.27; 0.64; 281.12; -52.73; 73.5; 37.858; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 4914; 
-5.535; 7.3704; 2.0356; -0.0384; 0.1428; 0.0917; 6.5447; 31.25; -35.27; 0.64; 281.12; -52.73; 73.5; 37.858; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 5014; 
-5.5585; 7.2952; 2.2277; -0.0512; 0.1045; 0.032; 6.6219; 30.75; -36.07; 1.56; 274.91; -53.01; 70.05; 37.858; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 5122; 
-5.5585; 7.2952; 2.2277; -0.0512; 0.1045; 0.032; 6.6219; 30.75; -36.07; 1.56; 274.91; -53.01; 70.05; 47.438; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 5222; 
-5.338; 7.5892; 1.8437; -0.0959; 0.0032; -0.064; 6.6219; 31.55; -35.57; 1.56; 274.91; -53.01; 70.05; 47.438; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 5322; 
-5.338; 7.5892; 1.8437; -0.0959; 0.0032; -0.064; 6.6219; 31.55; -35.57; 1.56; 274.91; -53.01; 70.05; 47.438; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 5422; 
-5.9205; 7.2376; 2.0699; 0.0043; 0.0501; 0.016; 6.6219; 31.75; -35.37; 1.56; 275.27; -51.52; 69.8; 41.629; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 5553; 
-5.9271; 7.0884; 1.8374; 0.0043; 0.0501; 0.016; 6.6219; 31.75; -35.37; 1.56; 275.27; -51.52; 69.8; 41.629; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 5659; 
-5.9271; 7.0884; 1.8374; 0.0757; -0.0298; 0.0757; 6.6219; 31.75; -35.37; 1.56; 275.27; -51.52; 69.8; 41.629; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 5759; 
-5.8715; 7.2593; 1.8822; 0.0757; -0.0298; 0.0757; 6.6219; 31.45; -35.47; 1.96; 275.27; -51.52; 69.8; 41.629; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 5862; 
-5.8715; 7.2593; 1.8822; 0.0064; 0.0522; 0.0693; 6.6219; 31.45; -35.47; 1.96; 275.27; -51.52; 69.8; 40.816; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 5962; 
-5.8715; 7.2593; 1.8822; 0.0064; 0.0522; 0.0693; 6.6219; 31.45; -35.47; 1.96; 275.27; -51.52; 69.8; 40.816; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 6062; 
-5.7567; 7.3707; 1.7831; -0.0394; -0.0053; -0.0139; 6.6219; 31.25; -35.87; 2.47; 269.93; -51.43; 71.13; 40.816; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 6166; 
-5.7567; 7.3707; 1.7831; -0.0394; -0.0053; -0.0139; 6.6219; 31.25; -35.87; 2.47; 269.93; -51.43; 71.13; 36.815; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 6266; 
-5.8359; 7.2809; 1.868; 0.0266; -0.0203; -0.0266; 6.6219; 31.55; -35.67; 2.17; 269.93; -51.43; 71.13; 36.815; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 6396; 
-5.8361; 7.4635; 1.8518; 0.0266; -0.0203; -0.0266; 6.6219; 31.55; -35.67; 2.17; 269.93; -51.43; 71.13; 36.815; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 6523; 
-5.8361; 7.4635; 1.8518; -0.0298; -0.0224; 0.0181; 6.6219; 31.55; -35.67; 2.17; 269.93; -51.43; 71.13; 37.721; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 6637; 
-5.8581; 7.2834; 1.9951; -0.0298; -0.0224; 0.0181; 6.6219; 31.75; -35.67; 1.76; 275.5; -51.88; 71.54; 37.721; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 6737; 
-5.8581; 7.2834; 1.9951; 0.0096; -0.0149; 0.0171; 6.6219; 31.75; -35.67; 1.76; 275.5; -51.88; 71.54; 37.721; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 6837; 
-5.787; 7.3982; 1.8656; 0.0096; -0.0149; 0.0171; 6.5447; 31.25; -35.37; 2.67; 275.5; -51.88; 71.54; 37.721; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 6954; 
-5.787; 7.3982; 1.8656; 0.065; 0.0256; 0.0437; 6.5447; 31.25; -35.37; 2.67; 275.5; -51.88; 71.54; 37.404; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 7054; 
-5.7894; 7.4035; 1.9581; 0.065; 0.0256; 0.0437; 6.5447; 31.25; -35.37; 2.67; 275.5; -51.88; 71.54; 37.404; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 7155; 
-5.7894; 7.4035; 1.9581; -0.0586; 0.033; 0.0096; 6.5447; 31.35; -35.87; 2.17; 272.29; -51.87; 71.88; 37.404; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 7255; 
-5.794; 7.3472; 1.9259; -0.0586; 0.033; 0.0096; 6.4685; 31.35; -35.87; 2.17; 272.29; -51.87; 71.88; 43.684; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 7376; 
-5.794; 7.3472; 1.9259; -0.0117; -0.0043; 0.0032; 6.4685; 31.55; -35.57; 1.56; 272.29; -51.87; 71.88; 43.684; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 7509; 
-5.8859; 7.2595; 2.0078; -0.0757; 0.0085; -0.0703; 6.4685; 31.55; -35.57; 1.56; 272.29; -51.87; 71.88; 43.684; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 7615; 
-5.8859; 7.2595; 2.0078; -0.0757; 0.0085; -0.0703; 6.4685; 31.55; -35.57; 1.56; 272.29; -51.87; 71.88; 42.437; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 7715; 
-5.998; 7.3889; 1.856; -0.0757; 0.0085; -0.0703; 6.4685; 32.25; -35.07; 1.56; 276.64; -51.52; 71.17; 42.437; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 7816; 
-5.998; 7.3889; 1.856; -0.1577; 0.1045; 0.0831; 6.4685; 32.25; -35.07; 1.56; 276.64; -51.52; 71.17; 42.437; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 7916; 
-6.1082; 7.1511; 2.04; -0.1577; 0.1045; 0.0831; 6.4685; 32.25; -35.07; 1.56; 276.64; -51.52; 71.17; 53.846; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 8016; 
-6.1082; 7.1511; 2.04; -0.0192; -0.0117; -0.0085; 6.4685; 31.65; -35.07; 0.84; 276.64; -51.52; 71.17; 53.846; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 8116; 
-5.9202; 6.9626; 2.1781; -0.0192; -0.0117; -0.0085; 6.4685; 31.65; -35.07; 0.84; 276.64; -51.52; 71.17; 53.846; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 8217; 
-5.9202; 6.9626; 2.1781; -0.0064; -0.0266; -0.0373; 6.4685; 32.25; -35.17; 0.34; 272.46; -49.95; 69.83; 53.846; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 8322; 
-6.192; 6.9089; 2.2236; -0.0064; -0.0266; -0.0373; 6.4685; 32.25; -35.17; 0.34; 272.46; -49.95; 69.83; 39.037; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 8423; 
-6.192; 6.9089; 2.2236; -0.0309; -0.0192; 0.0245; 6.4685; 32.25; -35.17; 0.34; 272.46; -49.95; 69.83; 39.037; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 8523; 
-5.991; 7.0107; 2.3163; -0.0309; -0.0192; 0.0245; 6.3931; 32.45; -35.17; -0.17; 272.46; -49.95; 69.83; 39.037; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 8638; 
-5.991; 7.0107; 2.3163; 0.0171; -0.0203; 0.0139; 6.3931; 32.45; -35.17; -0.17; 272.46; -49.95; 69.83; 38.939; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 8738; 
-6.0652; 7.0256; 2.1808; 0.0171; -0.0203; 0.0139; 6.3931; 32.45; -35.17; -0.17; 272.46; -49.95; 69.83; 38.939; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 8838; 
-6.0652; 7.0256; 2.1808; 0.0139; 0.0533; 0.0203; 6.3931; 32.65; -34.67; -0.37; 270.3; -48.8; 68.61; 38.939; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 8939; 
-6.0498; 7.0057; 2.3048; 0.0139; 0.0533; 0.0203; 6.3931; 32.65; -34.67; -0.37; 270.3; -48.8; 68.61; 38.939; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 9039; 
-6.0498; 7.0057; 2.3048; 0.0394; -0.0501; 0.0245; 6.3931; 32.65; -34.67; -0.37; 270.3; -48.8; 68.61; 37.821; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 9141; 
-6.0464; 7.0122; 2.2453; 0.0394; -0.0501; 0.0245; 6.3931; 32.75; -34.97; 1.25; 270.3; -48.8; 68.61; 37.821; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 9253; 
-6.0464; 7.0122; 2.2453; 0.0021; -0.0085; 0.0192; 6.3931; 32.75; -34.97; 1.25; 270.3; -48.8; 68.61; 37.821; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 9353; 
-6.0679; 7.0186; 2.2606; 0.0021; -0.0085; 0.0192; 6.3186; 31.95; -35.17; 0.13; 267.29; -48.86; 68.86; 33.595; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 9475; 
-6.0679; 7.0186; 2.2606; -0.0032; 0.0107; 0.0224; 6.3186; 31.95; -35.17; 0.13; 267.29; -48.86; 68.86; 33.595; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 9575; 
-6.0581; 6.9685; 2.3064; -0.0032; 0.0107; 0.0224; 6.3186; 31.95; -35.17; 0.13; 267.29; -48.86; 68.86; 33.595; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 9687; 
-6.0581; 6.9685; 2.3064; 0.0011; 0.0096; 0.0203; 6.3186; 32.75; -35.07; -0.58; 267.29; -48.86; 68.86; 35.991; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 9789; 
-5.9637; 6.9601; 2.2361; 0.0011; 0.0096; 0.0203; 6.3186; 32.75; -35.07; -0.58; 267.29; -48.86; 68.86; 35.991; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 9898; 
-5.9637; 6.9601; 2.2361; 0.0149; -0.0075; -0.0021; 6.3186; 31.65; -34.57; 0.84; 266.39; -48.91; 68.84; 35.991; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 10007; 
-6.1377; 6.9655; 2.2455; 0.0149; -0.0075; -0.0021; 6.3186; 31.65; -34.57; 0.84; 266.39; -48.91; 68.84; 35.991; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 10118; 
-6.1377; 6.9655; 2.2455; 0.0107; 0.0224; 0.0181; 6.3186; 32.45; -34.97; 0.34; 266.39; -48.91; 68.84; 33.188; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 10221; 
-6.0997; 6.9981; 2.2308; 0.0107; 0.0224; 0.0181; 6.3186; 32.45; -34.97; 0.34; 266.39; -48.91; 68.84; 33.188; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 10342; 
-6.0997; 6.9981; 2.2308; 0.0192; 0.0096; 0.0213; 6.3186; 32.45; -34.97; 0.34; 266.39; -48.91; 68.84; 33.188; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 10443; 
-6.1298; 6.8406; 2.1881; 0.0192; 0.0096; 0.0213; 6.3186; 32.25; -35.07; 0.54; 266.86; -48.8; 70.26; 33.604; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 10544; 
-6.1298; 6.8406; 2.1881; 0.0512; -0.0107; 0.0075; 6.3186; 32.25; -35.07; 0.54; 266.86; -48.8; 70.26; 33.604; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 10644; 
-6.2646; 6.9724; 2.0501; 0.0512; -0.0107; 0.0075; 6.3186; 32.25; -35.07; 0.54; 266.86; -48.8; 70.26; 33.604; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 10744; 
-6.2646; 6.9724; 2.0501; 0.0288; -0.0064; 0.0128; 6.3186; 32.25; -34.57; 0.84; 266.86; -48.8; 70.26; 33.604; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 10844; 
-6.1842; 6.9569; 2.0304; 0.0288; -0.0064; 0.0128; 6.3186; 32.25; -34.57; 0.84; 266.86; -48.8; 70.26; 34.168; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 10944; 
-6.1842; 6.9569; 2.0304; 0.0064; 0.0; 0.0288; 6.3186; 32.25; -34.57; 0.84; 266.86; -48.8; 70.26; 34.168; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 11045; 
-6.2044; 6.9833; 2.0739; 0.0064; 0.0; 0.0288; 6.3186; 32.45; -34.67; 0.64; 266.87; -48.67; 71.12; 34.168; 59.93677; 10.509521; 249.1; 0.31275; 5.0; 27.0; 59.0; 3.718; 11161; 
