ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT ( lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);Temperature ( °C);Level (%);Voltage (Volt);Time since start in ms ; 
-5.2211; 7.0153; 3.3511; -0.0608; -0.1748; -0.0213; 4.1432; 39.25; -27.56; -12.36; 321.99; -49.57; 59.54; 60.855; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 3; 
-5.1123; 6.9484; 3.7916; -0.0608; -0.1748; -0.0213; 4.1432; 38.95; -27.06; -15.41; 321.99; -49.57; 59.54; 57.03; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 115; 
-5.1123; 6.9484; 3.7916; -0.1215; -0.2547; 0.0203; 4.1432; 38.95; -27.06; -15.41; 321.99; -49.57; 59.54; 57.03; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 215; 
-5.0694; 6.9686; 4.0263; -0.1215; -0.2547; 0.0203; 4.1432; 38.95; -27.06; -15.41; 321.99; -49.57; 59.54; 57.03; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 315; 
-5.0694; 6.9686; 4.0263; 0.5265; 0.9646; 0.2068; 4.1432; 38.75; -27.96; -14.7; 312.81; -47.59; 52.84; 61.89; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 433; 
-5.2047; 7.2178; 3.979; 0.5265; 0.9646; 0.2068; 4.1432; 38.75; -27.96; -14.7; 312.81; -47.59; 52.84; 61.89; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 533; 
-5.2047; 7.2178; 3.979; -0.0352; 0.0501; 0.0469; 4.1432; 38.75; -27.96; -14.7; 312.81; -47.59; 52.84; 61.89; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 633; 
-4.9915; 7.2618; 3.0028; -0.0352; 0.0501; 0.0469; 6.3186; 38.95; -29.77; -9.21; 312.81; -47.59; 52.84; 61.89; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 739; 
-4.9915; 7.2618; 3.0028; -0.0554; -0.2686; -0.1151; 6.3186; 38.95; -29.77; -9.21; 312.81; -47.59; 52.84; 69.765; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 839; 
-5.2202; 7.2807; 3.0757; -0.0554; -0.2686; -0.1151; 6.3186; 38.85; -29.36; -11.55; 324.58; -51.5; 59.76; 69.765; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 959; 
-5.2202; 7.2807; 3.0757; -0.0085; 0.2089; 0.064; 17.9365; 38.85; -29.36; -11.55; 324.58; -51.5; 59.76; 69.765; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 1059; 
-4.9475; 7.6277; 3.6801; -0.0085; 0.2089; 0.064; 17.9365; 38.85; -29.36; -11.55; 324.58; -51.5; 59.76; 77.343; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 1159; 
-4.9475; 7.6277; 3.6801; -0.1982; 0.2697; 0.1258; 17.9365; 38.15; -30.37; -9.92; 324.58; -51.5; 59.76; 77.343; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 1260; 
-5.0286; 7.4064; 2.9605; -0.1982; 0.2697; 0.1258; 21.3849; 38.15; -30.37; -9.92; 324.58; -51.5; 59.76; 77.343; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 1360; 
-5.0286; 7.4064; 2.9605; -0.0458; 0.1897; 0.048; 21.3849; 38.15; -30.37; -9.92; 324.58; -51.5; 59.76; 74.435; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 1460; 
-5.1755; 7.352; 3.0809; -0.0458; 0.1897; 0.048; 21.3849; 38.35; -30.77; -7.89; 305.73; -51.96; 57.98; 74.435; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 1560; 
-5.1755; 7.352; 3.0809; -0.1226; -0.0032; -0.0469; 15.5827; 38.35; -30.77; -7.89; 305.73; -51.96; 57.98; 74.435; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 1663; 
-5.0933; 7.3306; 3.0478; -0.1226; -0.0032; -0.0469; 15.5827; 38.35; -30.77; -7.89; 305.73; -51.96; 57.98; 74.435; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 1772; 
-5.0933; 7.3306; 3.0478; 0.0256; 0.0; 0.0075; 15.9524; 38.25; -30.17; -8.5; 305.73; -51.96; 57.98; 70.035; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 1879; 
-5.247; 7.191; 3.0962; 0.0256; 0.0; 0.0075; 15.9524; 38.25; -30.17; -8.5; 305.73; -51.96; 57.98; 70.035; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 1979; 
-5.247; 7.191; 3.0962; 0.0938; 0.1279; 0.0512; 15.9524; 37.95; -30.77; -7.59; 304.23; -51.13; 58.25; 70.035; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 2085; 
-5.1691; 7.4894; 3.1141; 0.0938; 0.1279; 0.0512; 14.6956; 37.95; -30.77; -7.59; 304.23; -51.13; 58.25; 61.225; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 2194; 
-5.1691; 7.4894; 3.1141; 0.0394; 0.1066; 0.0586; 14.6956; 37.95; -30.77; -7.59; 304.23; -51.13; 58.25; 61.225; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 2294; 
-5.0653; 7.5111; 2.9243; 0.0394; 0.1066; 0.0586; 14.6956; 38.15; -31.27; -6.27; 304.23; -51.13; 58.25; 61.225; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 2394; 
-5.0653; 7.5111; 2.9243; -0.0277; 0.1684; -0.0245; 15.7665; 38.15; -31.27; -6.27; 304.23; -51.13; 58.25; 64.374; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 2511; 
-5.1411; 7.5596; 2.6345; -0.0277; 0.1684; -0.0245; 15.7665; 38.15; -31.27; -6.27; 304.23; -51.13; 58.25; 64.374; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 2611; 
-5.1411; 7.5596; 2.6345; -0.0224; 0.0053; -0.0533; 15.7665; 38.25; -31.47; -4.34; 298.61; -52.06; 60.01; 64.374; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 2711; 
-5.2069; 7.5021; 2.4127; -0.0224; 0.0053; -0.0533; 4.192; 38.25; -31.47; -4.34; 298.61; -52.06; 60.01; 64.374; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 2812; 
-5.2069; 7.5021; 2.4127; -0.0011; -0.0554; -0.0448; 4.192; 38.55; -30.57; -3.42; 298.61; -52.06; 60.01; 67.169; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 2923; 
-5.4467; 7.5734; 2.1187; -0.0011; -0.0554; -0.0448; 4.192; 38.55; -30.57; -3.42; 298.61; -52.06; 60.01; 67.169; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 3036; 
-5.4467; 7.5734; 2.1187; 0.0394; 0.0064; 0.1183; 4.192; 38.15; -31.77; -3.42; 304.34; -52.38; 65.6; 67.169; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 3139; 
-5.4533; 7.5042; 2.307; 0.0394; 0.0064; 0.1183; 4.192; 38.15; -31.77; -3.42; 304.34; -52.38; 65.6; 67.993; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 3271; 
-5.4533; 7.5042; 2.307; 0.1716; 0.1087; 0.1609; 4.192; 38.15; -31.77; -3.42; 304.34; -52.38; 65.6; 67.993; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 3393; 
-5.2885; 7.5811; 1.882; 0.1716; 0.1087; 0.1609; 4.192; 35.85; -33.87; -1.39; 304.34; -52.38; 65.6; 67.993; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 3506; 
-4.3637; 8.5432; 1.8187; 0.1993; 0.2217; 0.2697; 4.192; 35.85; -33.87; -1.39; 304.34; -52.38; 65.6; 66.755; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 3623; 
-4.3637; 8.5432; 1.8187; 0.1993; 0.2217; 0.2697; 4.192; 33.65; -36.87; 2.57; 289.73; -56.56; 69.42; 66.755; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 3723; 
-3.9895; 8.6751; 1.5201; 0.0032; 0.4914; 0.3134; 4.192; 33.65; -36.87; 2.57; 289.73; -56.56; 69.42; 66.755; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 3831; 
-3.9895; 8.6751; 1.5201; 0.0032; 0.4914; 0.3134; 4.192; 33.65; -36.87; 2.57; 289.73; -56.56; 69.42; 66.051; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 3931; 
-4.1923; 8.533; 1.4952; 0.0394; 0.728; -0.0149; 4.192; 32.65; -37.27; 4.91; 289.73; -56.56; 69.42; 66.051; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 4058; 
-4.1923; 8.533; 1.4952; -0.1396; 0.7791; -0.1236; 4.192; 32.65; -37.27; 4.91; 289.73; -56.56; 69.42; 66.051; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 4163; 
-4.1251; 7.7266; 1.4394; -0.1396; 0.7791; -0.1236; 4.192; 33.65; -36.17; 8.16; 301.53; -62.32; 74.34; 66.051; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 4263; 
-4.1251; 7.7266; 1.4394; -0.1396; 0.7791; -0.1236; 5.1165; 33.65; -36.17; 8.16; 301.53; -62.32; 74.34; 74.401; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 4363; 
-5.0466; 7.8763; 0.0516; 0.1172; 0.858; -0.1695; 5.1165; 33.65; -36.17; 8.16; 301.53; -62.32; 74.34; 74.401; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 4483; 
-5.0466; 7.8763; 0.0516; -0.1737; 0.4956; 0.0554; 5.8208; 32.35; -34.37; 16.79; 301.53; -62.32; 74.34; 74.401; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 4609; 
-5.9789; 9.0596; -1.9376; -0.1737; 0.4956; 0.0554; 5.8208; 32.35; -34.37; 16.79; 301.53; -62.32; 74.34; 67.345; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 4710; 
-5.9789; 9.0596; -1.9376; -0.4999; -0.1492; -0.3347; 5.8208; 30.55; -34.97; 18.42; 295.82; -55.79; 95.42; 67.345; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 4820; 
-6.7504; 6.4315; -1.9362; -0.4999; -0.1492; -0.3347; 4.769; 30.55; -34.97; 18.42; 295.82; -55.79; 95.42; 67.345; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 4920; 
-6.7504; 6.4315; -1.9362; -0.194; -0.1194; 0.1311; 4.769; 30.55; -34.97; 18.42; 295.82; -55.79; 95.42; 64.526; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 5020; 
-6.4781; 7.2689; -1.1013; -0.194; -0.1194; 0.1311; 4.6585; 31.45; -35.47; 16.29; 295.82; -55.79; 95.42; 64.526; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 5132; 
-6.4781; 7.2689; -1.1013; -0.1769; -0.1471; 0.1492; 4.6585; 31.45; -35.47; 16.29; 295.82; -55.79; 95.42; 64.526; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 5245; 
-6.1317; 7.4132; -0.5699; -0.1769; -0.1471; 0.1492; 4.6585; 31.45; -35.47; 16.29; 295.82; -55.79; 95.42; 60.924; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 5345; 
-6.1317; 7.4132; -0.5699; -0.8879; 0.1929; 0.1119; 4.4451; 29.95; -38.47; 12.22; 278.67; -53.42; 91.6; 60.924; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 5456; 
-5.7507; 7.6859; 1.2036; -0.8879; 0.1929; 0.1119; 4.4451; 29.95; -38.47; 12.22; 278.67; -53.42; 91.6; 60.924; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 5556; 
-5.7507; 7.6859; 1.2036; -0.3688; 0.4445; 0.34; 4.4451; 26.15; -41.98; 7.96; 278.67; -53.42; 91.6; 60.924; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 5663; 
-4.0941; 7.8284; 1.2245; -0.3688; 0.4445; 0.34; 4.4451; 26.15; -41.98; 7.96; 278.67; -53.42; 91.6; 58.393; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 5763; 
-4.0941; 7.8284; 1.2245; -0.0789; 0.8623; 0.2846; 4.4451; 26.15; -41.98; 7.96; 278.67; -53.42; 91.6; 58.393; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 5869; 
-3.9189; 9.0924; 1.02; -0.0789; 0.8623; 0.2846; 4.4451; 20.55; -44.88; 9.89; 234.0; -55.44; 75.98; 58.393; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 5970; 
-3.9189; 9.0924; 1.02; -0.3816; 0.3261; -0.0384; 4.4451; 20.55; -44.88; 9.89; 234.0; -55.44; 75.98; 55.579; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 6070; 
-3.0032; 8.9153; 1.1858; -0.3816; 0.3261; -0.0384; 4.4451; 20.55; -44.88; 9.89; 234.0; -55.44; 75.98; 55.579; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 6171; 
-3.0032; 8.9153; 1.1858; -0.6022; 0.7429; -0.0458; 4.4451; 19.95; -45.98; 8.16; 234.0; -55.44; 75.98; 55.579; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 6284; 
-3.7184; 9.3002; 0.4576; -0.6022; 0.7429; -0.0458; 4.4451; 19.95; -45.98; 8.16; 234.0; -55.44; 75.98; 55.579; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 6384; 
-3.7184; 9.3002; 0.4576; -0.2217; 0.551; -0.2835; 4.4451; 19.15; -46.28; 5.42; 229.7; -59.44; 70.13; 61.484; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 6519; 
-6.2567; 7.0017; 0.0861; -0.2217; 0.551; -0.2835; 4.4451; 19.15; -46.28; 5.42; 229.7; -59.44; 70.13; 61.484; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 6619; 
-6.2567; 7.0017; 0.0861; -0.1631; 0.6427; -0.2654; 4.4451; 19.15; -46.28; 5.42; 229.7; -59.44; 70.13; 61.484; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 6719; 
-7.1895; 6.0847; -0.2105; -0.1631; 0.6427; -0.2654; 4.4451; 22.05; -44.18; 7.04; 229.7; -59.44; 70.13; 68.088; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 6819; 
-7.1895; 6.0847; -0.2105; -0.162; 0.0757; 0.2174; 4.4451; 22.05; -44.18; 7.04; 229.7; -59.44; 70.13; 68.088; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 6919; 
-6.4502; 7.5983; -0.0458; -0.162; 0.0757; 0.2174; 4.4451; 22.05; -44.18; 7.04; 229.7; -59.44; 70.13; 68.088; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 7019; 
-6.4502; 7.5983; -0.0458; -0.1844; 0.3134; 0.2153; 4.4451; 19.15; -45.98; 6.53; 209.66; -49.7; 83.58; 68.088; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 7132; 
-5.2646; 7.8172; 0.3679; -0.1844; 0.3134; 0.2153; 4.4451; 19.15; -45.98; 6.53; 209.66; -49.7; 83.58; 52.315; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 7233; 
-5.2646; 7.8172; 0.3679; 0.0522; 0.2025; 0.114; 4.4451; 17.05; -47.18; 5.92; 209.66; -49.7; 83.58; 52.315; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 7361; 
-5.0912; 7.9103; 0.1099; 0.0522; 0.2025; 0.114; 4.4451; 17.05; -47.18; 5.92; 209.66; -49.7; 83.58; 52.315; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 7462; 
-5.0912; 7.9103; 0.1099; 0.4082; -0.4583; 0.0043; 4.4451; 17.05; -47.18; 5.92; 209.66; -49.7; 83.58; 49.588; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 7563; 
-5.1637; 8.436; -0.3399; 0.4082; -0.4583; 0.0043; 4.4451; 16.85; -46.58; 7.85; 215.14; -54.95; 83.97; 49.588; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 7663; 
-5.1637; 8.436; -0.3399; -0.1215; -0.469; -0.2068; 4.4451; 16.85; -46.58; 7.85; 215.14; -54.95; 83.97; 49.588; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 7778; 
-5.3394; 8.032; 0.1247; -0.1215; -0.469; -0.2068; 4.4451; 19.85; -45.38; 5.92; 215.14; -54.95; 83.97; 57.332; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 7902; 
-5.3394; 8.032; 0.1247; -0.0448; -0.5564; -0.34; 4.4451; 19.85; -45.38; 5.92; 215.14; -54.95; 83.97; 57.332; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 8002; 
-5.7635; 7.6031; 0.77; -0.0448; -0.5564; -0.34; 4.4451; 19.85; -45.38; 5.92; 215.14; -54.95; 83.97; 57.332; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 8102; 
-5.7635; 7.6031; 0.77; -0.1982; -0.3581; -0.1119; 4.4451; 23.95; -43.78; 2.77; 218.28; -50.74; 77.72; 53.911; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 8203; 
-5.2131; 7.0101; 1.6424; -0.1982; -0.3581; -0.1119; 4.4451; 23.95; -43.78; 2.77; 218.28; -50.74; 77.72; 53.911; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 8303; 
-5.2131; 7.0101; 1.6424; -0.2068; -0.145; 0.0565; 4.4451; 23.95; -43.78; 2.77; 218.28; -50.74; 77.72; 53.911; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 8404; 
-5.7865; 7.4334; 2.6811; -0.2068; -0.145; 0.0565; 4.4451; 22.95; -44.48; -0.98; 218.28; -50.74; 77.72; 53.911; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 8529; 
-5.7865; 7.4334; 2.6811; 0.5169; 0.5329; 0.1567; 4.4451; 22.95; -44.48; -0.98; 218.28; -50.74; 77.72; 52.097; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 8629; 
-5.2475; 7.0427; 1.1185; 0.5169; 0.5329; 0.1567; 4.4451; 21.05; -44.18; 9.38; 226.17; -50.54; 68.53; 52.097; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 8743; 
-5.2475; 7.0427; 1.1185; 0.7365; 0.4413; -0.0618; 4.4451; 21.05; -44.18; 9.38; 226.17; -50.54; 68.53; 52.097; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 8869; 
-6.0658; 9.0536; -1.402; 0.7365; 0.4413; -0.0618; 4.4451; 21.05; -44.18; 9.38; 226.17; -50.54; 68.53; 50.16; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 9000; 
-5.981; 7.6403; -1.3032; 0.0767; -0.4413; 0.0362; 4.4451; 19.75; -42.48; 14.97; 226.17; -50.54; 68.53; 50.16; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 9100; 
-5.981; 7.6403; -1.3032; 0.0767; -0.4413; 0.0362; 4.4451; 19.75; -42.48; 14.97; 226.17; -50.54; 68.53; 50.16; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 9200; 
-6.1766; 6.0269; -0.4154; -0.5084; 0.2729; 0.1641; 4.4451; 18.25; -45.28; 11.11; 212.8; -53.89; 102.98; 48.079; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 9313; 
-6.1766; 6.0269; -0.4154; -0.5084; 0.2729; 0.1641; 4.4451; 18.25; -45.28; 11.11; 212.8; -53.89; 102.98; 48.079; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 9413; 
-4.7839; 9.2594; -0.1443; 0.7418; -0.6694; -0.0085; 4.4451; 18.25; -45.28; 11.11; 212.8; -53.89; 102.98; 48.079; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 9513; 
-4.7839; 9.2594; -0.1443; 0.7418; -0.6694; -0.0085; 4.4451; 21.65; -44.78; 8.67; 212.8; -53.89; 102.98; 52.503; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 9613; 
-4.5896; 8.0336; 1.3773; -0.3933; -0.1812; 0.0533; 4.4451; 21.65; -44.78; 8.67; 212.8; -53.89; 102.98; 52.503; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 9734; 
-4.5896; 8.0336; 1.3773; -0.3933; -0.1812; 0.0533; 4.4451; 21.65; -44.78; 8.67; 212.8; -53.89; 102.98; 52.503; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 9835; 
-4.3103; 8.2484; 1.7828; -0.0373; -0.3038; 0.0352; 4.4451; 20.15; -45.78; 3.79; 214.5; -54.15; 77.96; 59.932; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 9936; 
-4.3103; 8.2484; 1.7828; -0.0373; -0.3038; 0.0352; 4.4451; 20.15; -45.78; 3.79; 214.5; -54.15; 77.96; 59.932; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 10037; 
-4.799; 8.2429; 1.2977; 0.5287; -0.7013; -0.0394; 4.4451; 20.75; -45.58; 4.4; 214.5; -54.15; 77.96; 59.932; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 10161; 
-4.799; 8.2429; 1.2977; 0.162; -0.2952; 0.0064; 4.4451; 20.75; -45.58; 4.4; 214.5; -54.15; 77.96; 59.932; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 10264; 
-4.8049; 7.8281; 1.5949; 0.162; -0.2952; 0.0064; 4.4451; 20.75; -45.58; 4.4; 214.5; -54.15; 77.96; 47.739; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 10364; 
-4.8049; 7.8281; 1.5949; 0.162; -0.2952; 0.0064; 4.4451; 21.25; -45.38; 4.71; 226.93; -55.63; 74.15; 47.739; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 10464; 
-5.1044; 7.7355; 1.5595; 0.0149; -0.0512; -0.1503; 4.4451; 21.25; -45.38; 4.71; 226.93; -55.63; 74.15; 47.739; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 10576; 
-5.1044; 7.7355; 1.5595; 0.0149; -0.0512; -0.1503; 4.4451; 22.65; -44.28; 5.62; 226.93; -55.63; 74.15; 63.979; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 10676; 
-5.6567; 7.707; 1.3086; 0.1514; -0.2132; -0.0949; 4.4451; 22.65; -44.28; 5.62; 226.93; -55.63; 74.15; 63.979; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 10776; 
-5.6567; 7.707; 1.3086; 0.1514; -0.2132; -0.0949; 4.4451; 22.65; -44.28; 5.62; 226.93; -55.63; 74.15; 63.979; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 10876; 
-5.4051; 7.7233; 0.9603; 0.1631; 0.1833; -0.0139; 4.4451; 23.95; -43.48; 7.04; 239.81; -54.61; 76.65; 63.979; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 10984; 
-5.4051; 7.7233; 0.9603; 0.1631; 0.1833; -0.0139; 4.4451; 23.95; -43.48; 7.04; 239.81; -54.61; 76.65; 61.372; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 11084; 
-5.1747; 7.9938; 0.4241; 0.21; 0.0341; -0.0266; 4.4451; 24.35; -42.28; 9.68; 239.81; -54.61; 76.65; 61.372; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 11213; 
-5.1747; 7.9938; 0.4241; 0.0842; 0.0863; -0.1204; 4.4451; 24.35; -42.28; 9.68; 239.81; -54.61; 76.65; 61.372; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 11343; 
-6.0763; 7.6531; -0.1031; 0.0842; 0.0863; -0.1204; 4.4451; 24.35; -42.28; 9.68; 239.81; -54.61; 76.65; 48.308; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 11443; 
-6.0763; 7.6531; -0.1031; 0.016; -0.0703; -0.1215; 4.4451; 25.75; -41.07; 12.02; 252.26; -53.58; 82.06; 48.308; 59.937252; 10.532029; 241.9; 1.56375; 15.0; 23.0; 56.0; 3.706; 11545; 
